source_file,source_experiment,source_seed,encoder_experiment,head_experiment,dataset_train,dataset_head,dataset_activation,layer_type,teacher_model,student_model,seed,device,head_source_mode,status,runtime_seconds,teacher_eval_samples,student_eval_samples,teacher_on_eval_accuracy,teacher_on_eval_precision,teacher_on_eval_recall,teacher_on_eval_f1,teacher_on_eval_auroc,teacher_on_eval_confusion_matrix,student_adapter_on_eval_accuracy,student_adapter_on_eval_precision,student_adapter_on_eval_recall,student_adapter_on_eval_f1,student_adapter_on_eval_auroc,student_adapter_on_eval_confusion_matrix
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_24\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_24,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,mlp,gemma-2-9b-it,Qwen2.5-7B,24,cuda:0,same_as_encoder_domain,ok,120.708,1792,7482,0.5887276785714286,0.6184798807749627,0.46316964285714285,0.5296745373324825,0.5971274862484057,"[[640,256],[481,415]]",0.8980219192729216,0.9013477088948787,0.8938786420743117,0.8975976379009529,0.9375669922882192,"[[3375,366],[397,3344]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_24\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_24,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,hidden,gemma-2-9b-it,Qwen2.5-7B,24,cuda:0,same_as_encoder_domain,ok,79.413,1792,7482,0.6579241071428571,0.6962552011095701,0.5602678571428571,0.6209029066171924,0.7313494001116072,"[[677,219],[394,502]]",0.9041700080192462,0.9310148232611174,0.8730286019780807,0.9010898054904125,0.9362828268017883,"[[3499,242],[475,3266]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_4\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_4,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,attn,gemma-2-9b-it,Qwen2.5-7B,4,cuda:0,same_as_encoder_domain,ok,109.128,1792,7482,0.6724330357142857,0.9611940298507463,0.359375,0.5231519090170593,0.6600877411511479,"[[883,13],[574,322]]",0.7265437048917401,0.6891318902030796,0.8254477412456562,0.7511554366334225,0.8594010638452183,"[[2348,1393],[653,3088]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_4\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_4,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,mlp,gemma-2-9b-it,Qwen2.5-7B,4,cuda:0,same_as_encoder_domain,ok,87.46,1792,7482,0.48716517857142855,0.4886922320550639,0.5546875,0.5196027182435965,0.5810534418845663,"[[376,520],[399,497]]",0.7860197808072708,0.7432924056389267,0.8738305265971665,0.8032927878117705,0.8570797839612361,"[[2612,1129],[472,3269]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_4\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_4,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,hidden,gemma-2-9b-it,Qwen2.5-7B,4,cuda:0,same_as_encoder_domain,ok,96.873,1792,7482,0.6858258928571429,0.8043875685557587,0.49107142857142855,0.6098406098406098,0.7331530512595663,"[[789,107],[456,440]]",0.6554397219994654,0.6919775503466491,0.5602780005346164,0.6192023633677991,0.7175914880378327,"[[2808,933],[1645,2096]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_42\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_42,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,attn,gemma-2-9b-it,Qwen2.5-7B,42,cuda:0,same_as_encoder_domain,ok,136.826,1792,7482,0.6964285714285714,0.9656084656084656,0.40736607142857145,0.5729984301412873,0.8256543217873087,"[[883,13],[531,365]]",0.6939321037155841,0.7091380801383684,0.6575781876503609,0.6823855755894591,0.7416295768491801,"[[2732,1009],[1281,2460]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_42\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_42,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,mlp,gemma-2-9b-it,Qwen2.5-7B,42,cuda:0,same_as_encoder_domain,ok,107.017,1792,7482,0.5239955357142857,0.5278858625162127,0.45424107142857145,0.48830233953209357,0.5559057118941326,"[[532,364],[489,407]]",0.8587276129377172,0.8236854799807043,0.9128575247260091,0.8659819956891086,0.9586606179699853,"[[3010,731],[326,3415]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_42\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_42,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,hidden,gemma-2-9b-it,Qwen2.5-7B,42,cuda:0,same_as_encoder_domain,ok,123.691,1792,7482,0.640625,0.6529126213592233,0.6004464285714286,0.6255813953488372,0.6926088917012118,"[[610,286],[358,538]]",0.8091419406575782,0.8185072982649408,0.7944399893076718,0.8062940857297883,0.8657058862324555,"[[3082,659],[769,2972]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_420\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_420,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,attn,gemma-2-9b-it,Qwen2.5-7B,420,cuda:0,same_as_encoder_domain,ok,66.011,1792,7482,0.7204241071428571,0.8062015503875969,0.5803571428571429,0.6748864373783258,0.7362739407286353,"[[771,125],[376,520]]",0.8397487302860198,0.8027632205812292,0.900828655439722,0.8489734223453835,0.8711946718993624,"[[2913,828],[371,3370]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_420\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_420,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,mlp,gemma-2-9b-it,Qwen2.5-7B,420,cuda:0,same_as_encoder_domain,ok,71.724,1792,7482,0.42410714285714285,0.44489465153970825,0.6127232142857143,0.5154929577464789,0.4766254035794005,"[[211,685],[347,549]]",0.8301256348569901,0.7817062043795621,0.9160652232023523,0.8435692307692307,0.9439297278808175,"[[2784,957],[314,3427]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_420\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_420,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,hidden,gemma-2-9b-it,Qwen2.5-7B,420,cuda:0,same_as_encoder_domain,ok,53.975,1792,7482,0.5965401785714286,0.6011695906432749,0.5736607142857143,0.5870930896630497,0.6799808424346301,"[[555,341],[382,514]]",0.8020582731889869,0.7468326780253386,0.9139267575514568,0.821973794927275,0.9332700539568152,"[[2582,1159],[322,3419]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_511\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_511,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,attn,gemma-2-9b-it,Qwen2.5-7B,511,cuda:0,same_as_encoder_domain,ok,102.412,1792,7482,0.72265625,0.9463087248322147,0.4720982142857143,0.6299329858525688,0.7141325035873725,"[[872,24],[473,423]]",0.7983159582999199,0.7995169082125604,0.7963111467522053,0.7979108075532342,0.8701433382200504,"[[2994,747],[762,2979]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_511\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_511,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,mlp,gemma-2-9b-it,Qwen2.5-7B,511,cuda:0,same_as_encoder_domain,ok,139.446,1792,7482,0.5920758928571429,0.627906976744186,0.45200892857142855,0.5256327060350422,0.6103534309231505,"[[656,240],[491,405]]",0.7991178829190057,0.7226422602467171,0.970863405506549,0.8285616516482263,0.9710067058561506,"[[2347,1394],[109,3632]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_511\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_511,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,hidden,gemma-2-9b-it,Qwen2.5-7B,511,cuda:0,same_as_encoder_domain,ok,127.529,1792,7482,0.7098214285714286,0.9140969162995595,0.46316964285714285,0.6148148148148148,0.6974101163903061,"[[857,39],[481,415]]",0.7876236300454424,0.7509328358208955,0.8607324244854317,0.8020924149956408,0.8992565673610607,"[[2673,1068],[521,3220]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_64\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_64,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,attn,gemma-2-9b-it,Qwen2.5-7B,64,cuda:0,same_as_encoder_domain,ok,102.666,1792,7482,0.6556919642857143,0.7328881469115192,0.48995535714285715,0.5872909698996656,0.6186299226721939,"[[736,160],[457,439]]",0.7634322373696872,0.7341411261582323,0.8259823576583801,0.7773584905660378,0.8235572555814432,"[[2622,1119],[651,3090]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_64\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_64,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,mlp,gemma-2-9b-it,Qwen2.5-7B,64,cuda:0,same_as_encoder_domain,ok,80.152,1792,7482,0.5279017857142857,0.5247524752475248,0.5915178571428571,0.5561385099685204,0.6161355777662627,"[[416,480],[366,530]]",0.789227479283614,0.7365544381285527,0.90056134723336,0.8103427540589296,0.9266606959974009,"[[2536,1205],[372,3369]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_64\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_64,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,hidden,gemma-2-9b-it,Qwen2.5-7B,64,cuda:0,same_as_encoder_domain,ok,117.016,1792,7482,0.5535714285714286,0.5771704180064309,0.40066964285714285,0.47299077733860345,0.5867838956871811,"[[633,263],[537,359]]",0.7923015236567763,0.7584495391160482,0.8577920342154504,0.8050677370797792,0.8864110897250255,"[[2719,1022],[532,3209]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_67\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_67,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,attn,gemma-2-9b-it,Qwen2.5-7B,67,cuda:0,same_as_encoder_domain,ok,75.472,1792,7482,0.7142857142857143,0.8178807947019867,0.5513392857142857,0.6586666666666666,0.7127710459183674,"[[786,110],[402,494]]",0.7836140069500134,0.759921607055365,0.8291900561347233,0.7930461459798032,0.8564184444520184,"[[2761,980],[639,3102]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_67\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_67,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,mlp,gemma-2-9b-it,Qwen2.5-7B,67,cuda:0,same_as_encoder_domain,ok,97.513,1792,7482,0.4525669642857143,0.46787603930461075,0.6908482142857143,0.5579089680036052,0.6130925392617985,"[[192,704],[277,619]]",0.694199411921946,0.641150184573538,0.8821170809943866,0.7425742574257426,0.8534292513205175,"[[1894,1847],[441,3300]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__belief_bank_facts\seed_67\results.csv,GemmaToQwen_BBC__activation__belief_bank_facts,seed_67,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,hidden,gemma-2-9b-it,Qwen2.5-7B,67,cuda:0,same_as_encoder_domain,ok,103.908,1792,7482,0.7014508928571429,0.945679012345679,0.42745535714285715,0.5887778631821675,0.7574076749840561,"[[874,22],[513,383]]",0.8426891205560011,0.8013634226610249,0.9112536754878374,0.8527829893683552,0.9290775094477838,"[[2896,845],[332,3409]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_104\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_104,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Qwen2.5-7B,104,cuda:0,same_as_encoder_domain,ok,72.07,4958,5664,0.5078660750302542,0.5041533546325878,0.954820492133925,0.6598829105101757,0.5774583142202487,"[[151,2328],[112,2367]]",0.4749293785310734,0.4156769596199525,0.12358757062146893,0.19052803483941208,0.4460327417289093,"[[2340,492],[2482,350]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_104\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_104,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Qwen2.5-7B,104,cuda:0,same_as_encoder_domain,ok,78.772,4958,5664,0.508471157724889,0.5120551090700345,0.3598225090762404,0.4226486614546316,0.54059903919019,"[[1629,850],[1587,892]]",0.5247175141242938,0.5393258426966292,0.3389830508474576,0.4163052905464007,0.548670336389607,"[[2012,820],[1872,960]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_104\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_104,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Qwen2.5-7B,104,cuda:0,same_as_encoder_domain,ok,69.059,4958,5664,0.5338846308995563,0.5755395683453237,0.2581686163775716,0.3564466722361459,0.5678454158131206,"[[2007,472],[1839,640]]",0.5254237288135594,0.5150880134115675,0.8679378531073446,0.6465018411362441,0.5727379933528042,"[[518,2314],[374,2458]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_123\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_123,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Qwen2.5-7B,123,cuda:0,same_as_encoder_domain,ok,94.775,4958,5664,0.49697458652682536,0.49847343781803377,0.9878983461073013,0.6626082251082251,0.5498239263870567,"[[15,2464],[30,2449]]",0.4569209039548023,0.46884576098059244,0.6483050847457628,0.5441612329579134,0.433967679705704,"[[752,2080],[996,1836]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_123\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_123,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Qwen2.5-7B,123,cuda:0,same_as_encoder_domain,ok,97.876,4958,5664,0.5,0.5,0.9528035498184751,0.6558378453422186,0.5658900638701112,"[[117,2362],[117,2362]]",0.4982344632768362,0.49907235621521334,0.9498587570621468,0.6543420092434931,0.520684459685914,"[[132,2700],[142,2690]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_123\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_123,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Qwen2.5-7B,123,cuda:0,same_as_encoder_domain,ok,95.263,4958,5664,0.5399354578459056,0.5345188284518828,0.6183945139169019,0.573405648026931,0.5314267112807689,"[[1144,1335],[946,1533]]",0.5024717514124294,0.5012820512820513,0.966454802259887,0.660154365653642,0.5434254704108015,"[[109,2723],[95,2737]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_2\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_2,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Qwen2.5-7B,2,cuda:0,same_as_encoder_domain,ok,123.814,4958,5664,0.5010084711577248,0.5005466870763176,0.9233561920129084,0.6491775382870107,0.5563053977737318,"[[195,2284],[190,2289]]",0.4465042372881356,0.4509232264334305,0.4915254237288136,0.4703497212366954,0.4212742686488557,"[[1137,1695],[1440,1392]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_2\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_2,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Qwen2.5-7B,2,cuda:0,same_as_encoder_domain,ok,124.74,4958,5664,0.5625252117789431,0.5484375,0.7079467527228721,0.618066561014263,0.5724001743731655,"[[1034,1445],[724,1755]]",0.546433615819209,0.6054530874097834,0.2665960451977401,0.37018877175778375,0.5912264420544862,"[[2340,492],[2077,755]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_2\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_2,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Qwen2.5-7B,2,cuda:0,same_as_encoder_domain,ok,177.816,4958,5664,0.5185558693021379,0.7473118279569892,0.056070996369503835,0.10431519699812383,0.5675905927662475,"[[2432,47],[2340,139]]",0.5686793785310734,0.5494533435036868,0.7630649717514124,0.6388765705838877,0.6046969511076,"[[1060,1772],[671,2161]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_24\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_24,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Qwen2.5-7B,24,cuda:0,same_as_encoder_domain,ok,104.317,4958,5664,0.5054457442517144,0.5028839991454818,0.9495764421137556,0.6575418994413408,0.5658458034175253,"[[152,2327],[125,2354]]",0.4569209039548023,0.4455357142857143,0.3524011299435028,0.39353312302839116,0.44723090028408186,"[[1590,1242],[1834,998]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_24\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_24,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Qwen2.5-7B,24,cuda:0,same_as_encoder_domain,ok,71.844,4958,5664,0.4987898346107301,0.49936034115138594,0.9447357805566761,0.6533686706653647,0.5266225808692981,"[[131,2348],[137,2342]]",0.5015889830508474,0.5714285714285714,0.012711864406779662,0.024870466321243522,0.5595078142455872,"[[2805,27],[2796,36]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_24\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_24,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Qwen2.5-7B,24,cuda:0,same_as_encoder_domain,ok,85.27,4958,5664,0.5163372327551432,0.5120859444941809,0.6922146026623639,0.5886792452830188,0.5281296330076231,"[[844,1635],[763,1716]]",0.5127118644067796,0.5081632653061224,0.7913135593220338,0.6188898094449047,0.5284958375227424,"[[663,2169],[591,2241]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_4\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_4,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Qwen2.5-7B,4,cuda:0,same_as_encoder_domain,ok,121.643,4958,5664,0.5114965711980637,0.5062761506276151,0.927390076643808,0.654985754985755,0.5651412160656981,"[[237,2242],[180,2299]]",0.4533898305084746,0.4425087108013937,0.3587570621468927,0.3962558502340094,0.4366153613664656,"[[1552,1280],[1816,1016]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_4\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_4,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Qwen2.5-7B,4,cuda:0,same_as_encoder_domain,ok,141.611,4958,5664,0.5284388866478419,0.5633423180592992,0.2529245663574022,0.34910913140311806,0.5720879917324078,"[[1993,486],[1852,627]]",0.5203036723163842,0.5115857344348177,0.8965395480225988,0.6514432328415651,0.5490427075353507,"[[408,2424],[293,2539]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_4\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_4,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Qwen2.5-7B,4,cuda:0,same_as_encoder_domain,ok,111.635,4958,5664,0.5292456635740218,0.5554705432287682,0.2928600242033078,0.38351822503961963,0.564360556060989,"[[1898,581],[1753,726]]",0.5051200564971752,0.5026263358087303,0.9798728813559322,0.6644319406201364,0.5930472141426475,"[[86,2746],[57,2775]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_42\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_42,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Qwen2.5-7B,42,cuda:0,same_as_encoder_domain,ok,110.169,4958,5664,0.49697458652682536,0.49844688341271487,0.9709560306575232,0.6587301587301587,0.5654001071688752,"[[57,2422],[72,2407]]",0.4812853107344633,0.4810578984989278,0.4752824858757062,0.47815275310834815,0.4768336894331131,"[[1380,1452],[1486,1346]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_42\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_42,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Qwen2.5-7B,42,cuda:0,same_as_encoder_domain,ok,104.714,4958,5664,0.5480032271077048,0.5357787131689717,0.7188382412263009,0.6139534883720931,0.5492482150589355,"[[935,1544],[697,1782]]",0.5466101694915254,0.5889487870619946,0.3086158192090395,0.40500463392029656,0.571523438746848,"[[2222,610],[1958,874]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_42\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_42,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Qwen2.5-7B,42,cuda:0,same_as_encoder_domain,ok,94.366,4958,5664,0.5484066155707946,0.702020202020202,0.16821298910851148,0.2713960299381712,0.5926461583473017,"[[2302,177],[2062,417]]",0.5204802259887006,0.5117838277123121,0.8894774011299436,0.6497291720402373,0.5567704842159023,"[[429,2403],[313,2519]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_420\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_420,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Qwen2.5-7B,420,cuda:0,same_as_encoder_domain,ok,189.045,4958,5664,0.4991932230738201,0.4995943204868154,0.9935457845905608,0.6648670535834795,0.5615914301349569,"[[12,2467],[16,2463]]",0.4752824858757062,0.48502353444587076,0.8004943502824858,0.6040500932587264,0.44745246516805515,"[[425,2407],[565,2267]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_420\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_420,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Qwen2.5-7B,420,cuda:0,same_as_encoder_domain,ok,157.981,4958,5664,0.5266236385639371,0.5151376146788991,0.9060104881000404,0.6568211726860652,0.5451712090312152,"[[365,2114],[233,2246]]",0.523481638418079,0.5140384209415242,0.859816384180791,0.6434139252212974,0.5508362983378021,"[[530,2302],[397,2435]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_420\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_420,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Qwen2.5-7B,420,cuda:0,same_as_encoder_domain,ok,201.865,4958,5664,0.5744251714400969,0.5769070446019174,0.5582896329164986,0.5674456744567445,0.5902128097885896,"[[1464,1015],[1095,1384]]",0.5135946327683616,0.5081932326026815,0.8432203389830508,0.6341787279245784,0.5355452042237224,"[[521,2311],[444,2388]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_511\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_511,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,attn,gemma-2-9b-it,Qwen2.5-7B,511,cuda:0,same_as_encoder_domain,ok,150.731,4958,5664,0.4987898346107301,0.49933095450490633,0.9031867688584106,0.643113600459572,0.5533281500871947,"[[234,2245],[240,2239]]",0.4570974576271186,0.46830159144273414,0.6338276836158192,0.5386346586646662,0.4341045836126273,"[[794,2038],[1037,1795]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_511\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_511,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,mlp,gemma-2-9b-it,Qwen2.5-7B,511,cuda:0,same_as_encoder_domain,ok,87.518,4958,5664,0.5235982250907624,0.515230408747722,0.7983057684550222,0.6262658227848101,0.5684063194162958,"[[617,1862],[500,1979]]",0.5190677966101694,0.6026615969581749,0.11193502824858757,0.18880285884455034,0.5946785900244183,"[[2623,209],[2515,317]]"
results\cross_domain_one_for_all\GemmaToQwen_BBC__activation__halu_eval\seed_511\results.csv,GemmaToQwen_BBC__activation__halu_eval,seed_511,GemmaToQwen_BBC,GemmaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,halu_eval,hidden,gemma-2-9b-it,Qwen2.5-7B,511,cuda:0,same_as_encoder_domain,ok,108.067,4958,5664,0.5322710770471965,0.5265076209410205,0.6409842678499394,0.5781335273785702,0.5558597015250817,"[[1050,1429],[890,1589]]",0.5314265536723164,0.5197077059344553,0.8287429378531074,0.6388132825258573,0.579194733214434,"[[663,2169],[485,2347]]"
